<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,D,20140507,000000,18.5733,18.6371,18.3386,18.483,323475328,0
AAPL.US,D,20140508,000000,18.4573,18.6508,18.3994,18.4504,261875112,0
AAPL.US,D,20140509,000000,18.3416,18.3944,18.2088,18.374,331785113,0
AAPL.US,D,20140512,000000,18.4339,18.6271,18.4309,18.6019,242707839,0
AAPL.US,D,20140513,000000,18.5763,18.6548,18.534,18.6301,181768031,0
AAPL.US,D,20140514,000000,18.5901,18.7452,18.5674,18.6341,189222247,0
AAPL.US,D,20140515,000000,18.6597,18.7195,18.4514,18.475,262494065,0
AAPL.US,D,20140516,000000,18.469,18.7492,18.3691,18.7482,314459235,0
AAPL.US,D,20140519,000000,18.759,19.0566,18.7422,18.971,361410106,0
AAPL.US,D,20140520,000000,18.9681,19.0282,18.8503,18.974,266945799,0
AAPL.US,D,20140521,000000,18.9454,19.0377,18.8916,19.0252,224084443,0
AAPL.US,D,20140522,000000,19.0338,19.1354,18.9544,19.0546,228520312,0
AAPL.US,D,20140523,000000,19.0546,19.2874,19.0301,19.2687,264064139,0
AAPL.US,D,20140527,000000,19.3168,19.6379,19.3159,19.631,396938314,0
AAPL.US,D,20140528,000000,19.6429,19.7625,19.5732,19.5801,359160261,0
AAPL.US,D,20140529,000000,19.7008,19.9826,19.6988,19.9357,428288540,0
AAPL.US,D,20140530,000000,20.0181,20.2135,19.7334,19.8628,641783596,0
AAPL.US,D,20140602,000000,19.8922,19.9179,19.5329,19.7254,420193052,0
AAPL.US,D,20140603,000000,19.7194,20.0406,19.7147,20.0032,333264055,0
AAPL.US,D,20140604,000000,20.0003,20.3312,19.9582,20.2331,381730403,0
AAPL.US,D,20140605,000000,20.2773,20.3776,20.1635,20.3138,345591054,0
AAPL.US,D,20140606,000000,20.3933,20.4344,20.2223,20.2568,398574127,0
AAPL.US,D,20140609,000000,20.3627,20.6182,20.1526,20.5788,342863822,0
AAPL.US,D,20140610,000000,20.8077,20.8784,20.5514,20.6996,285593935,0
AAPL.US,D,20140611,000000,20.6742,20.8136,20.5298,20.6143,207770711,0
AAPL.US,D,20140612,000000,20.6514,20.6722,20.1849,20.2723,249026604,0
AAPL.US,D,20140613,000000,20.2528,20.3049,19.9602,20.0474,248168258,0
AAPL.US,D,20140616,000000,20.0997,20.3736,20.0858,20.2528,161815351,0
AAPL.US,D,20140617,000000,20.2763,20.3627,20.1625,20.2252,135259043,0
AAPL.US,D,20140618,000000,20.2674,20.2723,20.0632,20.2481,152509087,0
AAPL.US,D,20140619,000000,20.2723,20.2743,20.0612,20.1761,161666358,0
AAPL.US,D,20140620,000000,20.1742,20.3293,19.964,19.9668,459164702,0
AAPL.US,D,20140623,000000,20.0563,20.1231,19.899,19.9484,198847726,0
AAPL.US,D,20140624,000000,19.9317,20.1496,19.8107,19.8293,177690073,0
AAPL.US,D,20140625,000000,19.8146,19.9199,19.6918,19.8463,167808713,0
AAPL.US,D,20140626,000000,19.8493,19.9974,19.7244,19.964,148461480,0
AAPL.US,D,20140627,000000,19.9464,20.2075,19.9357,20.2036,291436488,0
AAPL.US,D,20140630,000000,20.2292,20.5826,20.2272,20.4107,225717994,0
AAPL.US,D,20140701,000000,20.5406,20.6604,20.4562,20.5406,173898587,0
AAPL.US,D,20140702,000000,20.6143,20.6584,20.4463,20.5327,129597257,0
AAPL.US,D,20140703,000000,20.572,20.6672,20.4698,20.6514,104223017,0
AAPL.US,D,20140707,000000,20.6761,21.0847,20.6672,21.0798,256786551,0
AAPL.US,D,20140708,000000,21.1455,21.2585,20.627,20.9442,296763908,0
AAPL.US,D,20140709,000000,20.964,21.0758,20.8136,20.953,165813362,0
AAPL.US,D,20140710,000000,20.5924,20.9885,20.5406,20.8764,180613704,0
AAPL.US,D,20140711,000000,20.9471,21.0631,20.8351,20.9157,154795665,0
AAPL.US,D,20140714,000000,21.0561,21.279,21.0099,21.1837,194708431,0
AAPL.US,D,20140715,000000,21.2585,21.2702,20.8735,20.9383,207672070,0
AAPL.US,D,20140716,000000,21.2947,21.3263,20.8087,20.8175,243361517,0
AAPL.US,D,20140717,000000,20.8735,20.9294,20.3332,20.4463,260614151,0
AAPL.US,D,20140718,000000,20.5622,20.8087,20.4305,20.7399,227412114,0
AAPL.US,D,20140721,000000,20.8647,20.8666,20.5826,20.631,177583016,0
AAPL.US,D,20140722,000000,20.7958,20.842,20.6722,20.8047,250396910,0
AAPL.US,D,20140723,000000,20.959,21.498,20.904,21.3461,422818110,0
AAPL.US,D,20140724,000000,21.3125,21.3743,21.177,21.3105,208117450,0
AAPL.US,D,20140725,000000,21.2702,21.4903,21.2241,21.4519,197832634,0
AAPL.US,D,20140728,000000,21.4856,21.7977,21.4263,21.7496,251564269,0
AAPL.US,D,20140729,000000,21.8173,21.842,21.5796,21.6092,196267978,0
AAPL.US,D,20140730,000000,21.6227,21.6799,21.4519,21.5591,150252697,0
AAPL.US,D,20140731,000000,21.3392,21.404,20.9403,20.999,258535214,0
AAPL.US,D,20140801,000000,20.8439,21.2191,20.8253,21.116,220809628,0
AAPL.US,D,20140804,000000,21.1672,21.2112,20.904,20.997,181828777,0
AAPL.US,D,20140805,000000,20.9471,21.0168,20.7251,20.893,254507058,0
AAPL.US,D,20140806,000000,20.8117,20.9727,20.8027,20.8567,175394378,0
AAPL.US,D,20140807,000000,20.955,21.1788,20.7704,20.8548,211392945,0
AAPL.US,D,20140808,000000,20.8067,20.9314,20.5884,20.9137,189576893,0
AAPL.US,D,20140811,000000,21.0307,21.2063,20.9363,21.1877,165580881,0
AAPL.US,D,20140812,000000,21.1986,21.3843,21.1052,21.1827,153053285,0
AAPL.US,D,20140813,000000,21.2211,21.4648,21.1986,21.4648,144514113,0
AAPL.US,D,20140814,000000,21.4846,21.5383,21.3663,21.5217,127286184,0
AAPL.US,D,20140815,000000,21.6111,21.675,21.3793,21.6287,221592430,0
AAPL.US,D,20140818,000000,21.7407,21.9343,21.6287,21.8869,215390708,0
AAPL.US,D,20140819,000000,21.9421,22.2268,21.9224,22.1916,314224552,0
AAPL.US,D,20140820,000000,22.1749,22.3123,22.0628,22.2003,238458662,0
AAPL.US,D,20140821,000000,22.2003,22.2789,22.0983,22.2023,151612704,0
AAPL.US,D,20140822,000000,22.1374,22.3967,22.117,22.3644,199996206,0
AAPL.US,D,20140825,000000,22.4724,22.5528,22.3555,22.4134,182121137,0
AAPL.US,D,20140826,000000,22.386,22.4036,22.2631,22.27,150084567,0
AAPL.US,D,20140827,000000,22.2967,22.6424,22.2307,22.544,215759924,0
AAPL.US,D,20140828,000000,22.4253,22.6904,22.4174,22.5687,310029261,0
AAPL.US,D,20140829,000000,22.6963,22.7151,22.5598,22.6256,201935336,0
AAPL.US,D,20140902,000000,22.7493,22.8984,22.6765,22.7995,242533083,0
AAPL.US,D,20140903,000000,22.7561,22.7778,21.7605,21.84,567797453,0
AAPL.US,D,20140904,000000,21.8202,22.0943,21.5855,21.6591,388047159,0
AAPL.US,D,20140905,000000,21.8094,21.9383,21.7024,21.8468,264695432,0
AAPL.US,D,20140908,000000,21.9176,21.9205,21.6445,21.7131,209818773,0
AAPL.US,D,20140909,000000,21.8695,22.7512,21.2191,21.6306,859485504,0
AAPL.US,D,20140910,000000,21.6346,22.3162,21.5786,22.2919,456584951,0
AAPL.US,D,20140911,000000,22.1649,22.391,21.9892,22.389,282546711,0
AAPL.US,D,20140912,000000,22.3387,22.5578,22.3103,22.44,283922703,0
AAPL.US,D,20140915,000000,22.6963,22.7464,22.391,22.4341,277643684,0
AAPL.US,D,20140916,000000,22.0286,22.3505,21.828,22.2631,302975094,0
AAPL.US,D,20140917,000000,22.3525,22.4704,22.2053,22.4223,275963427,0
AAPL.US,D,20140918,000000,22.5128,22.5913,22.4174,22.4684,168874582,0
AAPL.US,D,20140919,000000,22.5667,22.5913,22.2671,22.2839,321034172,0
AAPL.US,D,20140922,000000,22.4704,22.546,22.2023,22.3054,238959760,0
AAPL.US,D,20140923,000000,22.2073,22.7238,22.1935,22.6581,287070911,0
AAPL.US,D,20140924,000000,22.551,22.7053,22.3368,22.4596,272369380,0
AAPL.US,D,20140925,000000,22.1876,22.2337,21.5699,21.6034,453151710,0
AAPL.US,D,20140926,000000,21.7496,22.2415,21.722,22.2415,282406035,0
AAPL.US,D,20140929,000000,21.7761,22.1699,21.7712,22.0983,225361850,0
AAPL.US,D,20140930,000000,22.2524,22.4134,22.1916,22.2415,250259586,0
AAPL.US,D,20141001,000000,22.2053,22.2288,21.7868,21.8918,233169856,0
AAPL.US,D,20141002,000000,21.9107,22.1228,21.6425,22.051,216253627,0
AAPL.US,D,20141003,000000,21.9479,22.121,21.8606,21.9892,196848784,0
AAPL.US,D,20141006,000000,22.0628,22.2191,21.9439,21.9892,167746849,0
AAPL.US,D,20141007,000000,21.9459,22.1003,21.7938,21.7977,190616177,0
AAPL.US,D,20141008,000000,21.8006,22.3162,21.7024,22.2495,259960908,0
AAPL.US,D,20141009,000000,22.4134,22.599,22.2092,22.2967,350357034,0
AAPL.US,D,20141010,000000,22.2288,22.5206,22.1393,22.2376,300332031,0
AAPL.US,D,20141013,000000,22.3674,22.4664,22.0315,22.0315,242474442,0
AAPL.US,D,20141014,000000,22.1611,22.1896,21.7575,21.7977,288450957,0
AAPL.US,D,20141015,000000,21.6267,21.8849,21.0109,21.5314,457093694,0
AAPL.US,D,20141016,000000,21.0925,21.5699,21.0611,21.2458,326827524,0
AAPL.US,D,20141017,000000,21.5217,21.8537,21.3683,21.56,308631041,0
AAPL.US,D,20141020,000000,21.715,22.0648,21.6818,22.0197,350175564,0
AAPL.US,D,20141021,000000,22.7406,22.7406,22.3525,22.6187,428463423,0
AAPL.US,D,20141022,000000,22.7033,22.9818,22.6483,22.7358,309125655,0
AAPL.US,D,20141023,000000,22.9751,23.1875,22.8732,23.1412,321867265,0
AAPL.US,D,20141024,000000,23.2178,23.2835,23.0723,23.2248,212982613,0
AAPL.US,D,20141027,000000,23.1452,23.2816,23.1118,23.201,154881491,0
AAPL.US,D,20141028,000000,23.2648,23.5605,23.2561,23.5605,217731374,0
AAPL.US,D,20141029,000000,23.5412,23.7029,23.4742,23.6961,238693419,0
AAPL.US,D,20141030,000000,23.606,23.6981,23.3769,23.6108,184179566,0
AAPL.US,D,20141031,000000,23.8406,23.8482,23.6649,23.8386,202230634,0
AAPL.US,D,20141103,000000,23.8917,24.3492,23.8406,24.1489,236605481,0
AAPL.US,D,20141104,000000,24.1391,24.1686,23.7786,23.9682,188182596,0
AAPL.US,D,20141105,000000,24.0762,24.1254,23.8701,24.0231,169475784,0
AAPL.US,D,20141106,000000,24.0528,24.1154,23.9032,24.0929,157621135,0
AAPL.US,D,20141107,000000,24.1057,24.2355,24.0596,24.1666,151923489,0
AAPL.US,D,20141110,000000,24.1686,24.2374,24.086,24.1254,122617132,0
AAPL.US,D,20141111,000000,24.0959,24.3365,24.025,24.3247,123724244,0
AAPL.US,D,20141112,000000,24.2483,24.7017,24.2473,24.6576,211645273,0
AAPL.US,D,20141113,000000,24.7883,25.1479,24.7432,25.0133,268362973,0
AAPL.US,D,20141114,000000,25.0819,25.3135,25.0614,25.3135,198619181,0
AAPL.US,D,20141117,000000,25.3282,26.0042,25.1123,25.2725,210747890,0
AAPL.US,D,20141118,000000,25.2596,25.6487,25.2497,25.6027,199411286,0
AAPL.US,D,20141119,000000,25.5958,25.6615,25.2273,25.4169,188704619,0
AAPL.US,D,20141120,000000,25.4756,25.9059,25.4609,25.7852,195609791,0
AAPL.US,D,20141121,000000,26.0483,26.0631,25.7225,25.8206,257871726,0
AAPL.US,D,20141124,000000,25.9079,26.3314,25.8518,26.2968,213903969,0
AAPL.US,D,20141125,000000,26.4028,26.5404,26.0357,26.071,310415011,0
AAPL.US,D,20141126,000000,26.1467,26.4088,26.12,26.3853,184043293,0
AAPL.US,D,20141128,000000,26.4394,26.4628,26.1721,26.3705,111932038,0
AAPL.US,D,20141201,000000,26.338,26.4374,24.6626,25.5153,377993570,0
AAPL.US,D,20141202,000000,25.1594,25.6615,24.9985,25.4099,267596291,0
AAPL.US,D,20141203,000000,25.6615,25.7941,25.525,25.6966,194069793,0
AAPL.US,D,20141204,000000,25.6645,25.9845,25.5592,25.6072,190111379,0
AAPL.US,D,20141205,000000,25.7125,25.7344,25.4119,25.4984,172803641,0
AAPL.US,D,20141208,000000,25.2944,25.4119,24.749,24.9179,259924398,0
AAPL.US,D,20141209,000000,24.4338,25.3351,24.2424,25.2993,271477279,0
AAPL.US,D,20141210,000000,25.3611,25.4609,24.7293,24.8216,200883166,0
AAPL.US,D,20141211,000000,24.8884,25.2273,24.6802,24.749,186983174,0
AAPL.US,D,20141212,000000,24.4928,24.8019,24.2951,24.3325,252610830,0
AAPL.US,D,20141215,000000,24.5357,24.7432,23.5723,23.9868,302995560,0
AAPL.US,D,20141216,000000,23.5772,24.4298,23.5575,23.6649,273710236,0
AAPL.US,D,20141217,000000,23.7531,24.3542,23.6814,24.2559,240761278,0
AAPL.US,D,20141218,000000,24.8019,24.9748,24.528,24.9748,265933062,0
AAPL.US,D,20141219,000000,24.8884,25.0997,24.7588,24.7824,398790402,0
AAPL.US,D,20141222,000000,24.8688,25.1574,24.8276,25.0387,203675496,0
AAPL.US,D,20141223,000000,25.0967,25.1192,24.9296,24.9494,117322826,0
AAPL.US,D,20141224,000000,24.9591,24.9887,24.8346,24.8346,65314181,0
AAPL.US,D,20141226,000000,24.857,25.3844,24.8346,25.2725,152056901,0
AAPL.US,D,20141229,000000,25.2254,25.4416,25.2039,25.2546,124398713,0
AAPL.US,D,20141230,000000,25.191,25.2546,24.859,24.9455,134742469,0
AAPL.US,D,20141231,000000,25.0133,25.08,24.4386,24.474,186667210,0
AAPL.US,D,20150102,000000,24.6921,24.7037,23.8002,24.2374,239959065,0
AAPL.US,D,20150105,000000,24.0036,24.0802,23.37,23.5555,289848502,0
AAPL.US,D,20150106,000000,23.6461,23.816,23.1942,23.5575,296598610,0
AAPL.US,D,20150107,000000,23.7688,23.982,23.651,23.8917,180725843,0
AAPL.US,D,20150108,000000,24.2155,24.8669,24.0929,24.8079,267640572,0
AAPL.US,D,20150109,000000,24.9787,25.1016,24.4386,24.8346,242164203,0
AAPL.US,D,20150112,000000,24.965,24.969,24.1174,24.2175,223838969,0
AAPL.US,D,20150113,000000,24.7017,25.0083,24.1439,24.4406,302544538,0
AAPL.US,D,20150114,000000,24.1736,24.4967,24.0508,24.3463,220558584,0
AAPL.US,D,20150115,000000,24.3916,24.4041,23.6441,23.6814,270221247,0
AAPL.US,D,20150116,000000,23.7315,23.8512,23.3231,23.4937,354092261,0
AAPL.US,D,20150120,000000,23.9131,24.1125,23.606,24.0979,371474323,0
AAPL.US,D,20150121,000000,24.1539,24.6181,23.9986,24.2904,247641117,0
AAPL.US,D,20150122,000000,24.4524,24.9326,24.3296,24.9179,345144120,0
AAPL.US,D,20150123,000000,24.9033,25.2157,24.7264,25.0484,227594047,0
AAPL.US,D,20150126,000000,25.2138,25.3511,25.0083,25.0722,250626907,0
AAPL.US,D,20150127,000000,24.9228,24.9355,24.1716,24.1931,429182202,0
AAPL.US,D,20150128,000000,26.0748,26.1898,25.5641,25.5641,665186468,0
AAPL.US,D,20150129,000000,25.7872,26.4275,25.622,26.3637,380620446,0
AAPL.US,D,20150130,000000,26.2478,26.5983,25.904,25.9767,377603038,0
AAPL.US,D,20150202,000000,26.1721,26.4225,25.7344,26.2968,282595615,0
AAPL.US,D,20150203,000000,26.2693,26.4058,26.073,26.3018,234099885,0
AAPL.US,D,20150204,000000,26.2693,26.7162,26.2312,26.5003,316111926,0
AAPL.US,D,20150205,000000,26.7123,26.7605,26.5336,26.6945,189753061,0
AAPL.US,D,20150206,000000,26.7123,26.7644,26.3676,26.4628,196270421,0
AAPL.US,D,20150209,000000,26.3902,26.673,26.3637,26.6436,174625161,0
AAPL.US,D,20150210,000000,26.7478,27.1818,26.7448,27.1562,278253790,0
AAPL.US,D,20150211,000000,27.3242,27.8005,27.2663,27.7907,330207944,0
AAPL.US,D,20150212,000000,28.0548,28.3732,27.9487,28.1471,334473021,0
AAPL.US,D,20150213,000000,28.3268,28.3268,27.9682,28.2818,243080963,0
AAPL.US,D,20150217,000000,28.3762,28.6815,28.2453,28.4538,283501013,0
AAPL.US,D,20150218,000000,28.4075,28.6588,28.3663,28.6452,201621202,0
AAPL.US,D,20150219,000000,28.5933,28.714,28.5608,28.5863,167723365,0
AAPL.US,D,20150220,000000,28.6226,28.8239,28.5027,28.8239,219797660,0
AAPL.US,D,20150223,000000,28.9488,29.6047,28.8632,29.6047,318616822,0
AAPL.US,D,20150224,000000,29.591,29.7333,29.189,29.4162,310819467,0
AAPL.US,D,20150225,000000,29.2784,29.2883,28.5216,28.6617,335454614,0
AAPL.US,D,20150226,000000,28.6617,29.1205,28.1795,29.0274,410007168,0
AAPL.US,D,20150227,000000,28.9428,29.0556,28.5409,28.5883,278537258,0
AAPL.US,D,20150302,000000,28.7669,28.9997,28.5538,28.7277,216099816,0
AAPL.US,D,20150303,000000,28.7012,28.8288,28.5106,28.7945,169909592,0
AAPL.US,D,20150304,000000,28.7305,28.8384,28.5588,28.6078,142277860,0
AAPL.US,D,20150305,000000,28.6156,28.6548,27.9942,28.1345,253933437,0
AAPL.US,D,20150306,000000,28.5734,28.7965,28.101,28.1768,327281811,0
AAPL.US,D,20150309,000000,28.482,28.8414,27.8338,28.2947,397761392,0
AAPL.US,D,20150310,000000,28.1345,28.3142,27.5551,27.7091,309374811,0
AAPL.US,D,20150311,000000,27.7553,27.7652,27.173,27.2044,309745029,0
AAPL.US,D,20150312,000000,27.2211,27.7945,27.0679,27.3527,217389474,0
AAPL.US,D,20150313,000000,27.6877,27.9085,27.2858,27.5125,232861523,0
AAPL.US,D,20150316,000000,27.5717,27.8073,27.3469,27.8073,161184551,0
AAPL.US,D,20150317,000000,28.0253,28.3366,27.9682,28.2719,229248681,0
AAPL.US,D,20150318,000000,28.2651,28.7452,28.1245,28.5903,293264571,0
AAPL.US,D,20150319,000000,28.6548,28.7669,28.3535,28.3781,205823340,0
AAPL.US,D,20150320,000000,28.5469,28.5734,27.8558,28.0253,308649653,0
AAPL.US,D,20150323,000000,28.2897,28.4587,28.16,28.3112,169430638,0
AAPL.US,D,20150324,000000,28.3142,28.5007,28.1699,28.1963,147561672,0
AAPL.US,D,20150325,000000,28.1639,28.2228,27.4637,27.4637,232088287,0
AAPL.US,D,20150326,000000,27.3242,27.7907,27.2897,27.6501,213746350,0
AAPL.US,D,20150327,000000,27.7288,27.7485,27.3547,27.4322,177682095,0
AAPL.US,D,20150330,000000,27.6089,28.1325,27.5991,28.1245,211620249,0
AAPL.US,D,20150331,000000,28.0627,28.1521,27.6779,27.6925,189114415,0
AAPL.US,D,20150401,000000,27.7781,27.8498,27.3949,27.6531,182513457,0
AAPL.US,D,20150402,000000,27.8268,27.9469,27.6385,27.8907,144766109,0
AAPL.US,D,20150406,000000,27.6994,28.3801,27.6699,28.3406,167113580,0
AAPL.US,D,20150407,000000,28.4095,28.5186,28.0371,28.045,157219363,0
AAPL.US,D,20150408,000000,28.0155,28.1325,27.8123,27.9566,167721487,0
AAPL.US,D,20150409,000000,28.0155,28.1738,27.7405,28.1699,145747744,0
AAPL.US,D,20150410,000000,28.0303,28.3112,27.8781,28.2848,180565723,0
AAPL.US,D,20150413,000000,28.5666,28.6156,28.1795,28.2288,163389746,0
AAPL.US,D,20150414,000000,28.2651,28.3288,28.0253,28.1108,114682531,0
AAPL.US,D,20150415,000000,28.1345,28.2917,28.045,28.2159,130055498,0
AAPL.US,D,20150416,000000,28.105,28.2848,28.0667,28.0825,127462888,0
AAPL.US,D,20150417,000000,27.9449,28.0746,27.6975,27.7613,233444727,0
AAPL.US,D,20150420,000000,27.9449,28.5186,27.8588,28.4006,211377769,0
AAPL.US,D,20150421,000000,28.5126,28.5313,28.1914,28.2424,145585417,0
AAPL.US,D,20150422,000000,28.2651,28.6786,28.1128,28.6226,169030658,0
AAPL.US,D,20150423,000000,28.5538,29.0294,28.5206,28.8652,205650354,0
AAPL.US,D,20150424,000000,29.0389,29.0694,28.7629,28.9997,200056561,0
AAPL.US,D,20150427,000000,29.4455,29.6351,29.1833,29.5242,435618824,0
AAPL.US,D,20150428,000000,29.9279,29.9476,28.8414,29.0536,534329808,0
AAPL.US,D,20150429,000000,28.9752,29.2864,28.5538,28.6275,284795652,0
AAPL.US,D,20150430,000000,28.3781,28.4644,27.7248,27.8528,373800031,0
AAPL.US,D,20150501,000000,28.0647,28.9702,27.8868,28.6982,262899284,0
AAPL.US,D,20150504,000000,28.8239,29.0556,28.5469,28.6423,229091884,0
AAPL.US,D,20150505,000000,28.5216,28.5863,27.9982,28.004,221378232,0
AAPL.US,D,20150506,000000,28.1699,28.2092,27.4598,27.822,323913855,0
AAPL.US,D,20150507,000000,27.8838,28.1795,27.717,27.9982,194937523,0
AAPL.US,D,20150508,000000,28.3112,28.5216,28.1835,28.5216,248551350,0
AAPL.US,D,20150511,000000,28.4723,28.5106,28.0766,28.2288,188082334,0
AAPL.US,D,20150512,000000,28.0697,28.3565,27.8966,28.1305,215484711,0
AAPL.US,D,20150513,000000,28.1934,28.4289,28.1325,28.1639,155234075,0
AAPL.US,D,20150514,000000,28.4771,28.8239,28.4221,28.8239,202255727,0
AAPL.US,D,20150515,000000,28.8514,28.9508,28.6548,28.7826,170892320,0
AAPL.US,D,20150518,000000,28.6912,29.2118,28.6864,29.0911,227404976,0
AAPL.US,D,20150519,000000,29.2049,29.2474,28.9801,29.0645,199704629,0
AAPL.US,D,20150520,000000,29.0488,29.2706,28.9162,29.0625,163112028,0
AAPL.US,D,20150521,000000,29.0645,29.4162,29.0174,29.3688,177767170,0
AAPL.US,D,20150522,000000,29.4143,29.7157,29.3717,29.6254,204011905,0
AAPL.US,D,20150526,000000,29.6351,29.702,28.8632,28.9752,316168474,0
AAPL.US,D,20150527,000000,29.1205,29.5615,29.0596,29.5123,205073668,0
AAPL.US,D,20150528,000000,29.4672,29.4898,29.3003,29.4475,137456698,0
AAPL.US,D,20150529,000000,29.3298,29.3817,29.0313,29.1107,227674491,0
AAPL.US,D,20150601,000000,29.3259,29.3688,29.0596,29.1698,143683807,0
AAPL.US,D,20150602,000000,29.0244,29.195,28.9113,29.0419,150506170,0
AAPL.US,D,20150603,000000,29.1979,29.2609,29.0313,29.0743,138630952,0
AAPL.US,D,20150604,000000,28.9682,29.1796,28.8143,28.921,172039111,0
AAPL.US,D,20150605,000000,28.9585,28.9919,28.6864,28.7531,159406681,0
AAPL.US,D,20150608,000000,28.8123,28.8839,28.3436,28.5608,235684924,0
AAPL.US,D,20150609,000000,28.3142,28.6226,28.0746,28.48,250786686,0
AAPL.US,D,20150610,000000,28.5903,28.9162,28.5685,28.8093,174849570,0
AAPL.US,D,20150611,000000,28.8771,29.0882,28.7112,28.7375,158351156,0
AAPL.US,D,20150612,000000,28.6472,28.6786,28.4095,28.424,164736530,0
AAPL.US,D,20150615,000000,28.1815,28.4389,28.0962,28.3663,196821634,0
AAPL.US,D,20150616,000000,28.3889,28.5685,28.2404,28.5206,140915550,0
AAPL.US,D,20150617,000000,28.5439,28.5763,28.3239,28.4538,147286574,0
AAPL.US,D,20150618,000000,28.4389,28.6746,28.4359,28.5763,158424123,0
AAPL.US,D,20150619,000000,28.5488,28.5638,28.2483,28.2917,244821985,0
AAPL.US,D,20150622,000000,28.4959,28.6176,28.4035,28.5206,152303662,0
AAPL.US,D,20150623,000000,28.4939,28.5206,28.3565,28.3918,135433413,0
AAPL.US,D,20150624,000000,28.4339,29.0114,28.4124,28.6295,247345507,0
AAPL.US,D,20150625,000000,28.8043,28.8819,28.4987,28.4987,142902176,0
AAPL.US,D,20150626,000000,28.5313,28.6029,28.2719,28.3268,197170179,0
AAPL.US,D,20150629,000000,28.0371,28.2651,27.8201,27.8318,219965190,0
AAPL.US,D,20150630,000000,28.0627,28.1864,27.9065,28.0303,198529860,0
AAPL.US,D,20150701,000000,28.3603,28.3702,28.16,28.2917,135298901,0
AAPL.US,D,20150702,000000,28.2552,28.3142,28.1108,28.2581,121751028,0
AAPL.US,D,20150706,000000,27.9234,28.2112,27.9036,28.1619,125551974,0
AAPL.US,D,20150707,000000,28.1374,28.1934,27.66,28.0923,210056296,0
AAPL.US,D,20150708,000000,27.8201,27.8558,27.3851,27.393,271868521,0
AAPL.US,D,20150709,000000,27.6798,27.7248,26.6436,26.8381,351661351,0
AAPL.US,D,20150710,000000,27.2534,27.6798,27.0855,27.5551,274520905,0
AAPL.US,D,20150713,000000,27.9449,28.105,27.7811,28.0844,185419197,0
AAPL.US,D,20150714,000000,28.1718,28.2404,27.9469,28.0727,142102120,0
AAPL.US,D,20150715,000000,28.0981,28.4192,28.0647,28.3406,150471997,0
AAPL.US,D,20150716,000000,28.5538,28.7335,28.4644,28.718,162071618,0
AAPL.US,D,20150717,000000,28.8532,28.9752,28.6746,28.9752,206556913,0
AAPL.US,D,20150720,000000,29.2687,29.7157,29.2078,29.5162,263539971,0
AAPL.US,D,20150721,000000,29.6892,29.7039,29.1175,29.2197,343434811,0
AAPL.US,D,20150722,000000,27.2663,28.047,27.2663,27.9882,516566122,0
AAPL.US,D,20150723,000000,28.2033,28.4055,27.9516,27.9742,228189049,0
AAPL.US,D,20150724,000000,28.0135,28.103,27.6897,27.8238,188648786,0
AAPL.US,D,20150727,000000,27.5155,27.6267,27.2975,27.4399,198909349,0
AAPL.US,D,20150728,000000,27.5777,27.6925,27.3881,27.5777,150418623,0
AAPL.US,D,20150729,000000,27.5304,27.604,27.3262,27.4932,165603000,0
AAPL.US,D,20150730,000000,27.3369,27.393,27.1994,27.3498,150464247,0
AAPL.US,D,20150731,000000,27.3979,27.4077,27.0246,27.1072,191881942,0
AAPL.US,D,20150803,000000,27.1534,27.393,26.2654,26.4628,312954942,0
AAPL.US,D,20150804,000000,26.2429,26.3047,25.3117,25.625,555439257,0
AAPL.US,D,20150805,000000,25.2447,26.2478,25.0534,25.7911,444359100,0
AAPL.US,D,20150806,000000,26.0337,26.1565,25.622,25.8468,235527034,0
AAPL.US,D,20150807,000000,25.7245,26.1005,25.7045,25.9354,172245147,0
AAPL.US,D,20150810,000000,26.1621,26.9401,26.1621,26.8841,244764189,0
AAPL.US,D,20150811,000000,26.4434,26.5267,25.4416,25.4806,432177684,0
AAPL.US,D,20150812,000000,25.2646,25.9109,24.6114,25.8717,452926568,0
AAPL.US,D,20150813,000000,26.0513,26.1319,25.7145,25.8488,216187031,0
AAPL.US,D,20150814,000000,25.6665,26.1121,25.5997,26.0318,191215975,0
AAPL.US,D,20150817,000000,26.0513,26.4157,25.9304,26.3018,182108055,0
AAPL.US,D,20150818,000000,26.1397,26.3705,26.0435,26.1565,153939786,0
AAPL.US,D,20150819,000000,26.065,26.1603,25.7449,25.8206,215077041,0
AAPL.US,D,20150820,000000,25.6151,25.6713,25.0614,25.2895,305118856,0
AAPL.US,D,20150821,000000,24.7921,25.1192,23.7198,23.7483,571362473,0
AAPL.US,D,20150824,000000,21.2977,24.4338,20.6534,23.1532,722309782,0
AAPL.US,D,20150825,000000,24.9455,24.9455,23.2347,23.2895,461460786,0
AAPL.US,D,20150826,000000,24.035,24.6676,23.5822,24.6251,431052067,0
AAPL.US,D,20150827,000000,25.196,25.4199,24.6999,25.3481,376895389,0
AAPL.US,D,20150828,000000,25.184,25.4366,25.0416,25.4316,236804110,0
AAPL.US,D,20150831,000000,25.1499,25.7125,25.143,25.3135,250455314,0
AAPL.US,D,20150901,000000,24.7313,25.1153,24.0997,24.1833,342285475,0
